,author,text,likes,published_at
951,@lynlyn1794,"https://youtu.be/8RfKJDbCx9Q
Best way to do this🥰",0,2022-10-08T14:31:59Z
952,@wambuisimon8946,Rafiki nyoka........ Izah joh,0,2022-10-08T14:26:53Z
953,@camom1725,"Kelvin surely aki hujafanya poa,hata siwezi sema mmi n aunty yako 😂🤣",0,2022-10-08T14:26:03Z
954,@wambuinjuguna1431,Next time kijana hutaruhusu best yako akalibie dame yako😥😥😥too pain murio ameharibu mboma ya wenyewe .......,0,2022-10-08T14:24:59Z
955,@ladyy-bug,Beshte yako ndio kikulacho,0,2022-10-08T14:23:06Z
956,@odhiamboachieng6311,Nakuru wah acha nione Kama mm ndo sidechic   ama main ama aki  nangoja nitajwe uku,0,2022-10-08T14:21:55Z
957,@faysalzubeir3883,Waaah waaah noma sana iza bro l feel you pain joh iza iza joh usijali bro,0,2022-10-08T14:20:27Z
958,@bashirmohamed7973,Girls bro I don't know they want because ma besti even they don't feel shame,0,2022-10-08T14:20:11Z
959,@odhiamboachieng6311,Gai aki mko nakuru am waiting for u guys mpate my man na Syd chic wake alafu ntajwe apo  wah nko apa,0,2022-10-08T14:19:52Z
960,@fainyangshbosslady9304,Weeeh emotional🥵🥵just move on never trust mtu l repeat never,0,2022-10-08T14:18:16Z
961,@miggyjoy2788,Bore thiss is life take it easy darling tuko n ww 😅😅😅😅,0,2022-10-08T14:16:29Z
962,@lydiamwaura2002,"Man,,,sorry to Ian,,,,but huyo msee surely........think straight atleast. The shit,,,",0,2022-10-08T14:16:22Z
963,@youfoundgathii,Uyo si ni Bore😂😂😂😂,0,2022-10-08T14:13:43Z
964,@bqhatma9325,NA VENYE HANA SURA...TRAITOR,0,2022-10-08T14:12:17Z
965,@ashrial2153,"I really fill the pain for Ian ,Gods timing is the best you will get a nice ladie",14,2022-10-08T14:11:57Z
966,@georgemwangi3798,25:48 was the most powerful part of the whole clip. When the other friend pulled his hand for moral support and they walked away.,307,2022-10-08T14:11:11Z
967,@hannahmaina9253,That's why i don't trust friends 🤷 🙂 it hurts alot but move on bro,4,2022-10-08T14:09:39Z
968,@abigaelqueentarslifestyle,na vile iano ni  mali  safi🤦‍♀️🤦‍♀️🤦‍♀️ignore anajiita aje Instagram  am here the shoulder  to lean on,0,2022-10-08T14:05:11Z
969,@ruthmoraaangwenyi5291,We pluto Ile macho ameangali huyo boy wee hata me nimekafeel,0,2022-10-08T14:03:35Z
970,@illegalbea8531,Nko hapa broo😂😂😂a shoulder to lean on,1,2022-10-08T14:02:30Z
971,@Kamanjaa,😹😹😹😹😹🔥🔥,1,2022-10-08T14:00:45Z
972,@nataliakatono4699,"Sasa huyo dem anaokota aje tu huyo kwevo anakaa aje Sasa,iano is cute pole sana🤣🤣🤣",0,2022-10-08T13:55:37Z
973,@elcocinerojj4093,Kila siku nasemanga MANZI YA BESHTE YAKO NI ADUI YAKO NA EX WA BESHTE YAKO NI ADUI......na hakuna shule utawai soma hii .....never ever get close to the spouse of your friend coz he or she will be the reason you break your friendship ....pluto pin hii watu wasome,7,2022-10-08T13:54:39Z
974,@BabaJr9079,"From Kingdom,,,your friends to your wife/girlfriend is no go zone",5,2022-10-08T13:54:29Z
975,@josephkirabu5150,Bro shot huyo gaidi  mguu🔫🔫,0,2022-10-08T13:51:48Z
976,@kingtitotv,I feel your pain bro😥..iza joh,1,2022-10-08T13:51:44Z
977,@alvinnjuguna4366,Sasa mbona ukulie morio wako demm,0,2022-10-08T13:50:40Z
978,@kencasper4961,Kuwa na best friend ni kujiua mwenyewe....be your own best friend,2,2022-10-08T13:49:40Z
979,@joybleizy6255,mnipeeni number ya Ianno nimheal😩❤️🤲,4,2022-10-08T13:49:33Z
980,@ronnyngeno2384,Nimefeel bana🥺😰,0,2022-10-08T13:43:16Z
981,@pascalinenjogu9293,Uria wendete ndakuendete,0,2022-10-08T13:40:32Z
982,@dottie9354,Alafu mkiskia mtu alisturb mwenzake mnasema oohh..this thing pains weeeehhhh n mwenye anaeza nisave wife anikujie hahaha 😆😄🤣atakama ako n dem,0,2022-10-08T13:36:18Z
983,@lucywambui4132,😭😭pia wewe wako  atakuliwa tu ndio utajua karma,1,2022-10-08T13:32:45Z
984,@kekehlyne2048,Wooi boishaud amechezewa kabaya🙆wooi pole sana bro but bestie bestie ni ufala😔 don't trust another man with your woman and vice versa,0,2022-10-08T13:32:42Z
985,@youthzonetv893,this is too painful,0,2022-10-08T13:28:04Z
986,@dorisnduta722,The audacity ya kusave dame ya mtu wife kwa simu yako .....eeeiiiish,1,2022-10-08T13:27:51Z
987,@cynthianyiva5855,Huyo dem pia ye ni dangerous😆😅 wueeh.. Relationships za campo ogopa sana😆😆,1,2022-10-08T13:21:26Z
988,@emmanuelmwangi3071,Huyo dem ameharibu mambo after ashasema  mambo babe😂😂😂,1,2022-10-08T13:17:16Z
989,@Virgincrocodile,Nice acting skills👌,1,2022-10-08T13:16:57Z
990,@everlyneamulaku3957,So painful,0,2022-10-08T13:16:37Z
991,@zakiikml4809,huyu Mario ni fala,0,2022-10-08T13:11:35Z
992,@MaryanneTuzo,Dame apo ndo gaidii,0,2022-10-08T13:11:12Z
993,@skeeterkimari2874,Ian anakaa poa sana shida ya madem ni gani aki,0,2022-10-08T13:11:10Z
994,@reginawanjiku5028,Wtf 🤦💔 painful,0,2022-10-08T13:07:42Z
995,@enockj-y9c,Majamaa ni marafiki kila mtu hataki kutokana 😂😂 izzeni bro ongeeni alaaa😂🤣,0,2022-10-08T13:06:36Z
996,@jecinta657,So painful aky this young man I feel for him.....aky mapenzi sisemi kitu,0,2022-10-08T13:05:18Z
997,@happythuo8346,Wooooi kuevo karma is real bro n what goes around comes around,1,2022-10-08T13:02:38Z
998,@skeeterkimari2874,Woooi,0,2022-10-08T13:00:08Z
999,@ireneirene9463,Bestie whaaaaaat....no wonder 🤔 I don't have one😂,0,2022-10-08T12:56:24Z
1000,@jackievveroo4528,Imagine it's not funny at all but naokotwa chini🤣🤣🤣🤣🤣,0,2022-10-08T12:54:18Z
1001,@ireneirene9463,Wooi 😭,0,2022-10-08T12:53:33Z
1002,@davinkerubo3598,Woiyee huyu boy wa yellow i feel for him😭,1,2022-10-08T12:51:29Z
1003,@joycebusolo9114,Life has no balance it reminds me of my ex it hurts 😔,4,2022-10-08T12:51:03Z
1004,@grasha3509,Vile nasongesha mbele hodon kidogo 😬😬😬😬ndoo niwatch,1,2022-10-08T12:50:23Z
1005,@risrayreece8549,aki ohyie boy child take it easy and move  on,0,2022-10-08T12:49:22Z
1006,@millicentmukoya1292,Best friend pandemic waaaaah,1,2022-10-08T12:44:44Z
1007,@georgemwangi17,Manyok's kila mahali,0,2022-10-08T12:41:41Z
1008,@ruthnjeri1291,Sasa huyo dame aliona nn kwa hiki kirefu na vile huyu jamaa wa yellow ako handsome,0,2022-10-08T12:39:42Z
1009,@milkah_george5877,"Ivi ndio HIV humaliza circle mzima ya mabeshte,mnajikuta kwa line ya ARVs pamoja.even to the married couples.",0,2022-10-08T12:37:43Z
1010,@kiwaEU,https://youtube.com/channel/UCXZG6JcpgTL7y5zx9KLFhHQ,0,2022-10-08T12:36:41Z
1011,@luciemaina7185,"Pole sana kijanaa 😢 this life banah,no balance",1,2022-10-08T12:27:35Z
1012,@trixietris7833,uyo nigga ako na excuse ya ufala juu dame alisema kwa call uyo boiz humpeleka out kumaanisha lazima wapange hakuna cha dame kumpata,0,2022-10-08T12:26:21Z
1013,@peninahkadogo4131,Haki boys wengine bana na venye huyo boy mwengine ni cute hii ingine inakaa sijui nini but don't worry bro ni life,0,2022-10-08T12:26:05Z
1014,@stephenindimuli3517,"Hapa shida ni dem, not the guy😂📌",0,2022-10-08T12:24:51Z
1015,@missestelle1768,This is so painful 😭,0,2022-10-08T12:19:41Z
1016,@jacksonmwatoa3051,so Kama n wazimu akikunja it mean angelala nae? ju anamtaka.. stupid friend,0,2022-10-08T12:13:59Z
1017,@trapcodeleno3990,Walai Pluto natambuwa hawa majama,0,2022-10-08T12:11:10Z
1018,@agnesmwende8352,Wooooiye ...our boy ...I feel sorry 😭😭😭,1,2022-10-08T12:10:26Z
1019,@ringicnation3722,Too bad,0,2022-10-08T12:08:54Z
1020,@perismuuga2821,Kikulacho,1,2022-10-08T12:06:33Z
1021,@trixietris7833,"this is one of the best loyalty test bana amepatikana ,,,,,,,its painful to discover that the one person u trust is actuaally the person u cant trust",6,2022-10-08T12:05:49Z
1022,@francismungai2451,"Madem ni manyoks..... Uyu boy hajui kuondokea, kuthinosh kuthinosh....",0,2022-10-08T12:05:31Z
1023,@paulineotenyo6419,C nipewe uyo iano aki🥰😅😅😅,0,2022-10-08T12:03:14Z
1024,@ruthnjenga7558,Kumbe ata wanaume wanakuwaga na fake friends wah take it easy broh,2,2022-10-08T12:01:19Z
1025,@esterdewise2407,Better ionah Ako manure than uyo Chali mwenyewe anakaa sura ngumu kama chapati za matanga 😜,0,2022-10-08T12:00:08Z
1026,@nancynkatha7777,Pole bro🥺🥺such is life 😥,0,2022-10-08T11:56:46Z
1027,@msoohofficial8028,"Nowadays don't trust that person you call ur best friend,,,they are human beings obvious feelings zitakuja",5,2022-10-08T11:53:05Z
1028,@catherinewairimu9430,Weuh street ni chafu😂😂,0,2022-10-08T11:53:00Z
1029,@davidnjoroge9203,Pluto rada ya kabudeng kwani aliendanga wapi mehn😂😂,0,2022-10-08T11:52:02Z
1030,@sikukuudena2929,Alafu linacheka tu kaaa shonga,0,2022-10-08T11:49:44Z
1031,@lucynjoki1013,Pluto part 2 pls tujue vile Iano alienda,0,2022-10-08T11:48:19Z
1032,@elib3127,"kikulacho ki nguoni mwako as always,,,dont ever let your bf get close to your girlfriend,at the end you will be hurt terribly,am a victim walai,,,i know its painful and how it feels but take heart,i feel you,but iyo ubeshte heri ikae.",0,2022-10-08T11:41:59Z
1033,@jekeshee200,Hapa sina maoni kabisa🤣🤣🤣🤣bestie bestie,0,2022-10-08T11:40:06Z
1034,@perismwangi4816,Huoni jacket amevaa... Shiobani,0,2022-10-08T11:36:01Z
1035,@saranambome6633,It's okay ni life,0,2022-10-08T11:33:59Z
1036,@cynthiaakoth8726,I feel for iano waaah it's so painful,0,2022-10-08T11:33:29Z
1037,@suzziespice4241,Woiye😓,0,2022-10-08T11:30:03Z
1038,@evonwaturi9088,Si nipewe huyu Kijana aki,1,2022-10-08T11:28:16Z
1039,@maxijoe421,hako ka 9:25 fuck ninka real manze,0,2022-10-08T11:27:46Z
1040,@Doctordennistkenya,That guy did wrong it is not worth,0,2022-10-08T11:23:59Z
1041,@Lotus12A,20yrs you are too young kuumwa na mapenzi kaka.. Let her go,2,2022-10-08T11:21:18Z
1042,@helleninzeyi,Number 500 kucomment 😂😂😂,0,2022-10-08T11:20:45Z
1043,@sammykinyua4394,Kitu imenibamba ni vile the mutual friend amechagua the real one.,10,2022-10-08T11:15:00Z
1044,@stellakuria9190,Iyaano anaongea kama kabi wa Jesus,0,2022-10-08T11:12:35Z
1045,@Kurikel,vepevepe,1,2022-10-08T11:10:48Z
1046,@bevelinemoraa9966,"Wiiiiiiii....what goes around,comes around....next huyu kwavo will feel the pain too...
Take it easy Iano..",9,2022-10-08T11:10:37Z
1047,@khalidmohamed6033,But i feel for him🥲🥲,0,2022-10-08T11:10:01Z
1048,@euniceayiemba6208,Kunguni eiiishhh😳😳,1,2022-10-08T11:08:44Z
1049,@khalidmohamed6033,Kwani akijiondoa....will he be raped🤣🤣🤣,2,2022-10-08T11:08:27Z
1050,@makrinaparseen5377,Bro usijali🖐️🥺,1,2022-10-08T11:08:23Z
1051,@damahdaves6446,mejja akiimba hakukosea 😂😂😂beshte yako ndio anakula bibi yako 😂😂😂,1,2022-10-08T11:08:12Z
1052,@josephmacharia8007,Chief sanitizer leta iyo follow up,1,2022-10-08T11:08:04Z
1053,@oluochoumavincent2220,love relationship is meant for only two any introduction of a third party is the end of the love affair 📌,8,2022-10-08T11:07:38Z
1054,@eunicemumbua3575,Thee pluto hii ya Leo imekuweza😂😂,1,2022-10-08T11:06:27Z
1055,@dayookims2247,Sooo painful 😭😭😭😭😭,1,2022-10-08T11:05:21Z
1056,@barbrabartonjo865,Huyo msee has the audacity to laugh at his friend juu ya kumkulia dem🥺💔,3,2022-10-08T11:04:55Z
1057,@emmahemmah2033,Wueeh I feel the pain,2,2022-10-08T11:03:01Z
1058,@bilhachepchirchir7043,Betrayal in the city,0,2022-10-08T11:02:03Z
1059,@Tre-cy,"Apart from kuogopaaa vitu zingine
Ogopaa mabeshte those creatures always waits for an opportunity
Betrayal never comes from enemies",6,2022-10-08T10:59:37Z
1060,@timzcomba158,Bana io n kali...cku izi nkubad,0,2022-10-08T10:59:32Z
1061,@beverlbevah,na mbona the guy anacheka ovyo ovyo kama fala🚮🚮🚮🚮🚮🚮🚮🚮🕉️,0,2022-10-08T10:57:10Z
1062,@rebeccah4633,Friends  thoooo ...,0,2022-10-08T10:56:33Z
1063,@lucynjambi2571,Woiiye  Khai boichaold,0,2022-10-08T10:55:35Z
1064,@cikugrace3113,This is so painful i feel pain for this boy,2,2022-10-08T10:53:30Z
1065,@doreenkemuma6303,Nishawai fanyiwa ivo na dem beste kwa boi nlimintroduce,1,2022-10-08T10:53:11Z
1066,@empress429,Likes za iyo signal 😂 mnajifanya hamjaona bana,0,2022-10-08T10:52:09Z
1067,@samwangai1150,Conscious ya huyu mshenzi is dead...Your conscience is your hightest authority,0,2022-10-08T10:51:39Z
1068,@vincentmuhia,Hiii ata ni ngumu kuliko kei😂😂,1,2022-10-08T10:51:28Z
1069,@virginiawanjiru7631,"I feel  that pain aki.This just reminded me when my boyfriend""first love"" cheated on me with my best friend aki it was soooo painful I even attempted suicide.",23,2022-10-08T10:51:12Z
1070,@empressshiro6186,😳😳😳🙆🏼‍♀🙆🏼‍♀🙆🏼‍♀🙆🏼‍♀dating kanairo blanda 😭😭😭💔💔💔💔💔,1,2022-10-08T10:50:16Z
1071,@hopeashly5078,"Kwani hawa watu hukulia mabeshte zao madem hawajai niona 🤔😂😂,,",0,2022-10-08T10:49:55Z
1072,@brianopar,"quavo hana chills...but he is a shameless lad, thats so bad na izo meno zake. you cant do that to your bestfriend, shame on you...
@TheePlutoShow all the way from Poland..hee ogopa KENYA hahaha",1,2022-10-08T10:49:14Z
1073,@smootkizy_jr,Mshikaji kafanya la maana sana kasepa kwa uchungu but nimependa jinsi alivyoamua yani kwa amani tu ko huyo boy ajiengue tu asije taka mengi mimi ningemshoot na Gun 🔫 kbsa,0,2022-10-08T10:48:12Z
1074,@kevohmoh,so bad akh bona mabeshte mnakuliana madem why?,1,2022-10-08T10:48:02Z
1075,@Nancymutahi66,"Ama thîka na juja ni extension ya Nairobi 😂😂
Terry anakulwa na Chali yake na beshty ya Chali yake,beshty ya Chali yake Ako na Dem anaitwa Hannah wanakuliwa wote wawili alafu upate Hawa madem wanacheza inje pia....
Sasa nimeona Hawa walielewa food chain....if one of them messed up apate ukimwi ama kisonono  everyone there will get in the trap.🤭",3,2022-10-08T10:46:09Z
1076,@josephwaichigo7218,Chief sanitizer doing his things.Ata likes 10 sijakataa,30,2022-10-08T10:44:59Z
1077,@hamingtonkiti1357,Bro Huyo mdem Ndio blander hawa madem hupiga advert hukua hivoo bro,0,2022-10-08T10:44:13Z
1078,@lvmedia281,Wueeeeeeh hii nayo ni Kali 😂😂😂😂😂😂😂😂🔥🔥🔥🔥🔥🔥🔥beshteeeeeee 🤣🤣🤣🤣inaitwa kanairo dating 😂😂😂🔥,0,2022-10-08T10:43:20Z
1079,@theritecircle6072,"a weak man is a dangerous man ,uliza andrew tate atakuambia .he will always betray the loyaly. so sorry for that nigggah.never bestfriend a niggah you know very well he wont die for you.",0,2022-10-08T10:42:49Z
1080,@beverlbevah,Ni cuavo ama ni guava yaani mapera😂😂😂😂😂,1,2022-10-08T10:42:44Z
1081,@kiprotichrono1080,Please pluto .... After sometime look for that boy ujue what happened.... We need part 2,4,2022-10-08T10:42:29Z
1082,@euniceayiemba6208,Besty Besty chubwi😭😭,0,2022-10-08T10:42:14Z
1083,@kezzynjokee1880,Pluto kuja Rongo,0,2022-10-08T10:41:30Z
1084,@raysnyamosh1165,Na venye uyo boy n cute kumshinda terry pia aliona nini k kwavo🤣🤣,1,2022-10-08T10:39:29Z
1085,@njokikigo6317,The so called bestie woi ni kutupa,1,2022-10-08T10:38:12Z
1086,@jamozmwangi4126,Na bado jamaa anangethia.,0,2022-10-08T10:37:46Z
1087,@sharonkhasali7779,Sorry I feel your pain iano😪😪,5,2022-10-08T10:37:24Z
1088,@christineadhiambo8008,"Waaaaaa I feel for this little boy, the audacity ya kusave beb wa bestie wako wife💔💔 inauma💔and the young boy ni mcute kumliko....aki waschana wadogo wanataka nini surely ...mara out,mara unisatisfie...mtoto wa 20 years anaongelelea satisfaction too bad,na huyu betrayer kanatembea kama tortoise....",107,2022-10-08T10:37:11Z
1089,@fanicefaith8926,Kindly connect me with this little man,0,2022-10-08T10:34:39Z
1090,@Stacy_joy-12,Fear friends weeeh they are wicked 🤣🤣💔💔,4,2022-10-08T10:34:07Z
1091,@julitamassawe3015,Ibrah ni mpole ampe tu compony huyu kaka,0,2022-10-08T10:32:44Z
1092,@ontozdawg2678,Eti Quavo😂,0,2022-10-08T10:31:54Z
1093,@husulasalam6647,wange mkula mgumi hapo wange mavaa walai wuyu ni fala broz bf hoes my guy we ni fala,0,2022-10-08T10:31:13Z
1094,@djtrebor254,Wenye mnadai namba ya dem 7:19...haha,0,2022-10-08T10:29:21Z
1095,@beverlbevah,Bestie chumbwi 😂🤣🤣🤣🤣🤣,0,2022-10-08T10:28:54Z
1096,@anitarayz8350,Waaah this is too  much,0,2022-10-08T10:28:22Z
1097,@anitarayz8350,Waaah this is too  much,0,2022-10-08T10:28:09Z
1098,@kidsays,"I feel for the guy. 
Hope u do the follow up ya hiyo episode pliz",2,2022-10-08T10:27:55Z
1099,@shengejane9170,Part two,0,2022-10-08T10:27:52Z
1100,@maureenwambugu6491,We just broke up ..right now🥺the same thing with best friend.....they have been smashing with his best friend 😭💔I'm done with relationships,17,2022-10-08T10:27:45Z
1101,@ekudamekimombasa461,I feel for that boy.,1,2022-10-08T10:27:37Z
1102,@betonme1,Unamkulia dame whyy?,0,2022-10-08T10:27:24Z
1103,@realnito5961,Wueeh TF ati morio,0,2022-10-08T10:27:13Z
1104,@maureenmuturi4396,"These was liiit, bestie mbnaa unakuliana dame",0,2022-10-08T10:25:50Z
1105,@mercylineogeto6385,"It's so hurting,kukuliwa dem na bestie 💔💔",0,2022-10-08T10:25:23Z
1106,@deekay7486,@thee pluto nakuona ..unaskia kupiga huyu jamaa,0,2022-10-08T10:17:45Z
1107,@veronicahmutave1836,Beshte beshte chumbwi!!!!!!!ongopa mabeshte,0,2022-10-08T10:17:20Z
1108,@wairimusimiyu,Terry..shame on you...friends awakulanishwangi...shame on you,0,2022-10-08T10:17:04Z
1109,@lenniefei6710,Cuevo hata wewe utalipia tu very soon....Whatever u did to your friend is not manhood budaa !!!,1,2022-10-08T10:16:44Z
1110,@inashariffyussuf367,Pluto ange call kwa simu yake tuone atataja nani😂,0,2022-10-08T10:16:43Z
1111,@faith5935,So painful,0,2022-10-08T10:16:41Z
1112,@verahmwangi1008,"Bestie bestie,,Chubwiii..Wuehh ogopaa💔",1,2022-10-08T10:16:33Z
1113,@zaitunitv.3758,Thank God uyo boy ni msofty ungenipata mimi mluyha ungekuwa admited ICU aki....never play with a luyha girl friend,0,2022-10-08T10:14:52Z
1114,@lenniefei6710,Kama hamsatisfy mbona asiwachane na yeye in the first place..........Super lame excuse !!!!,0,2022-10-08T10:14:45Z
1115,@conteboy8507,Alafu kwevo anacheka hata haadabu matako yake,1,2022-10-08T10:14:12Z
1116,@sarahmuyoka226,Take it easy Brooh and moves on,59,2022-10-08T10:13:10Z
1117,@johnaton7164,"I always don't like my babe having boy friend,coz these may destroy our relationship",0,2022-10-08T10:12:11Z
1118,@giddyyap9944,Magafu 😂😂😂💔💔💔,1,2022-10-08T10:11:07Z
1119,@terrynjoroge3877,Wadau REDA ni credo? kindly nisaidiwe kujua plzz.,1,2022-10-08T10:09:31Z
1120,@gladosam1940,Waaah we need part 2 of this it hurting  😢,4,2022-10-08T10:08:35Z
1121,@marywairimu4074,Mwenye amechezwa ametulia,0,2022-10-08T10:06:28Z
1122,@zaitunitv.3758,That's y sinanga mabeshte ....,0,2022-10-08T10:06:18Z
1123,@priscahmaina4363,Umepoteza beshte🥲🥲,0,2022-10-08T10:04:53Z
1124,@robertmwangi7014,Huyu mwanaume ni kukosa principles si kitu ingine. Niko sure angekuwa na principles hangefanya hivyo.,0,2022-10-08T10:04:27Z
1125,@lewiske4936,"Wueeh😹 awa mabeshte bana , acha tuh!😭😭😭",1,2022-10-08T10:03:58Z
1126,@ShawnLexon,Beshte kitu gani 😂😂we mefi nini? 😂😂😂,1,2022-10-08T10:03:35Z
1127,@Bandman-w9u,Vijana wakiambiwa waachane na relationships hawaskii pigwa character hadi ukuwe na akili 😅,0,2022-10-08T10:03:11Z
1128,@topartshow4909,Blame your girl bro 😂😂😂,0,2022-10-08T10:03:05Z
1129,@victoriacherono3145,"Pluto ""hold on....hold on Kiasi 😂😂
Me "" skips for 60 seconds"" 
Likes kama unafanya hivyoo 😂😂😂😂😂😂",471,2022-10-08T10:02:53Z
1130,@jedidahmumbi497,So sad i feel for that guy,0,2022-10-08T10:01:54Z
1131,@theruthofmuange5932,Bestie bestie chubwi...,1,2022-10-08T10:01:27Z
1132,@puritysamor4006,Can someone tell iano that am here and Niko singooo😄😄😄nimpee tuu ka 07463......😂😂😂😂😂😂😂jamaaa ni Mali clean banaa,1,2022-10-08T10:00:33Z
1133,@janesnyaboke7213,Haki hii nayo nmeifeeel so emotional 😢 😭,1,2022-10-08T10:00:16Z
1134,@tonnyfelix6050,"I can see venye Thee anangalia huyu boys anaona ni fala tu, how comes mazeh, thats being st*pid",1,2022-10-08T09:59:33Z
1135,@catetheequeen3094,This is so painful akii ndio maana relationship  z siku hizi n jokes tu hakuna serious relationship walai besty,4,2022-10-08T09:58:45Z
1136,@rachaelruth9941,Thee pluto was feeling the pain of the guy too woiye mabeste wengine aki 🥺🥺,2,2022-10-08T09:56:11Z
1137,@maryanne5376,this things we kucl bff nkt 🚮 me since dame besty yng wakulane na son of a woman l said l will never introduce my man to anyone ata home never,0,2022-10-08T09:54:36Z
1138,@charlesnjeru4750,"I feel it too,,,, si poa maan",0,2022-10-08T09:53:37Z
1139,@loiseabbygal9187,Aki woieeee 😩😩😭,0,2022-10-08T09:51:56Z
1140,@queen-evah9536,bro code😃😃😃😃,1,2022-10-08T09:51:32Z
1141,@lizbett9353,Sorry 😔😔 bro ..hii ni too much ...ukiumwa sana nitafute 🙈🙈,1,2022-10-08T09:51:28Z
1142,@wanjirugithinji8686,Hii imetuma nilie😭😭😭😭I know how it feels to be heartbroken 💔💔💔💔am sorry buddy 😘 take it easy,25,2022-10-08T09:50:55Z
1143,@d.dimples7854,"Thee Pluto next time usivae Io jacko umevaa Sana ,unachoma🤦",0,2022-10-08T09:47:33Z
1144,@alexthinji1655,Pluto fuatilia hii buana aaah,0,2022-10-08T09:47:28Z
1145,@mwariwavensenslous6870,"If you really love someone you can't cheat to her/him....I feel pity for this boy,,he deserves a better lady. Watu wa team strong 💪 mnaona aje",51,2022-10-08T09:46:58Z
1146,@ruth9476,Take it easy Iano Soo painful 😭😭,16,2022-10-08T09:46:23Z
1147,@Koons2825,Ati bro code😂😂💔💀 this reminds me of how my ex alitoka beshte yake dame💔💔😂bro code ni umama,2,2022-10-08T09:45:58Z
1148,@fraserwetende1729,scripted😂,1,2022-10-08T09:42:19Z
1149,@faithmuchiriwambo2542,I feel his pain,0,2022-10-08T09:41:07Z
1150,@Wachi_wachi1,ni noma 🙆🙆🤦🏻‍♂️,0,2022-10-08T09:40:09Z
1151,@WixzyPlayz,Pluto mbona unaangalia kikulagi hivyo 🤣😂😂😂,0,2022-10-08T09:40:09Z
1152,@johnkitavi8454,walai walai walai .....mamorio ziii mtu wangu,0,2022-10-08T09:37:17Z
1153,@maggiewangari2092,Pole boy child,0,2022-10-08T09:36:22Z
1154,@griphilt026,"Utakula aje Dem ya beshtee ati Kwa sababu atoshelezwi?,jinga sana wewe,wa2kama hawa ndo wastahili kuishi ata,kwani m2 awezi kataaa2 c unaambia Dem No period ala!",0,2022-10-08T09:35:01Z
1155,@sharonmwai3611,Molio unanikulia why ..,0,2022-10-08T09:33:23Z
1156,@eunitanafula2671,This childish. Boys boys boys.,1,2022-10-08T09:32:57Z
1157,@eunitahmutindi1925,I feel the pain what a fuck😭😭💔💔💔,2,2022-10-08T09:32:42Z
1158,@WinnyQuincy9247,"Molio baba.. wueeh ubeste fire,,,team singles wenye mbavu zetu zilipika supu tuko wapi😂😂😂😂😂",7,2022-10-08T09:31:47Z
1159,@Muchirikelvin,"Wanaume hawafai kukosana ju ya Dem, lakini nikipata unadish wangu tutakosana tu😂😂😂",12,2022-10-08T09:30:20Z
1160,@annagoi3954,Na vile Iano ni mcute😊😊alafu qwavo ni sura personal..never trust your friends,6,2022-10-08T09:29:18Z
1161,@vincentngige1440,Pluto unaficha namba na tushaona😂😂,0,2022-10-08T09:29:12Z
1162,@keylertyrus6489,Pluto if inteligence was a person🙌🏻🙌🏻nmefeel huyo Iyano😓,0,2022-10-08T09:27:43Z
1163,@dianakavwayi2767,Nikoo Apaa single tunaeza make  wewe am ciriaz akii,0,2022-10-08T09:25:01Z
1164,@kennyrodgiz3133,Pluto Leo uko home need your Nomber,0,2022-10-08T09:22:35Z
1165,@priscillandiba8687,hii ndio kikulacho weuh🙄😥💔,0,2022-10-08T09:21:57Z
1166,@cynthiawangui3565,Arrr navnye he's cute😩I feel him mahn💔,2,2022-10-08T09:20:29Z
1167,@charitynjeri5014,By the way Pluto siuwe ukifanya loyalty ya mabeshte juu weee 😂😂ni bestie bestie chumbui siku izi,2,2022-10-08T09:18:22Z
1168,@danielmithia4294,Hao maboy huvaa hizo tujacket wanakuwanga womanizers,0,2022-10-08T09:17:35Z
1169,@theenjukis6245,We are a lost generation,4,2022-10-08T09:17:04Z
1170,@kinda.anonymous7,"The friend must admit amekosea ,, but mbona akulie Arif wa kitu Cha kwanza Dem???? Nkt",1,2022-10-08T09:17:02Z
1171,@zezze5095,These vids are way too funny 🤣,8,2022-10-08T09:16:51Z
1172,@totolao9615,Waah betrayal deadly 💔,0,2022-10-08T09:15:33Z
1173,@joyritanjeri6844,🙌 🙌 🙌 🙌 🙌 pluto this on fire  we friends aki njia ni mingi za kuuwa panya it's true 40 days zikifika zimefika,5,2022-10-08T09:14:55Z
1174,@lucymosiara6281,Dem ndo mangaa apo gay mm Siezi ak ata kama ni ndoo,0,2022-10-08T09:13:44Z
1175,@deniswambugu1813,🤣🤣🤣🤣waah,0,2022-10-08T09:12:49Z
1176,@issa6895,Gotea Peter pies Pluto his my fav his big fan from isiolo,2,2022-10-08T09:12:34Z
1177,@simonedwin5693,Manze that's so hurting for the young man.huyo boy amevunja bro code bomboo yeye.,2,2022-10-08T09:11:41Z
1178,@calmflowbytim,Lakini bro ameachiwa mali sasa😂😂,1,2022-10-08T09:09:44Z
1179,@Cyrillnjoki,"I like the way men handle their issues,,ingekua madem wangeingina",3,2022-10-08T09:09:37Z
1180,@danielshikuku7829,Waaaah ☺☺si fiti,0,2022-10-08T09:09:13Z
1181,@danielshikuku7829,Waaaah ☺☺si fiti,0,2022-10-08T09:08:39Z
1182,@ubahabdullahi1653,Aki pluto hatred for the cheats 😂😂💔,2,2022-10-08T09:08:39Z
1183,@texasviper2042,kuna mambo,0,2022-10-08T09:08:06Z
